 Text, Emotion
Saya kesal karena tata usaha kampus seringkali mengabaikan permintaan dan keluhan mahasiswa.,Kesal
Saya merasa kecewa  dengan kualitasPelayanan tata usaha kampus yang menurun seiring waktu.,Kecewa
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi mengenai program studi.,Senang
Saya kesal karena tata usaha kampus seringkali tidak responsif terhadap permohonan dan pertanyaan mahasiswa.,Kesal
Saya merasa kecewa  dengan kurangnya koordinasi antara unit tata usaha kampus dalam mengurus administrasi mahasiswa.,Kecewa
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya kesal karena tata usaha kampus seringkali memberikan informasi yang tidak akurat dan membingungkan.,Kesal
Saya merasa kecewa  dengan kurangnya transparansi dalam proses administrasi tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dan mudah diakses oleh mahasiswa.,Senang
Saya kesal karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Kesal
Saya merasa kecewa  dengan kurangnya koordinasi antara bagian-bagian di tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dalam memberikan informasi mengenai beasiswa dan bantuan keuangan.,Senang
Saya kesal karena tata usaha kampus seringkali tidak memberikan konfirmasi atau balasan atas email dan surat dari mahasiswa.,Kesal
Saya merasa kecewa  denganPelayanan tata usaha kampus yang tidak sesuai dengan janji dan komitmen yang diucapkan.,Kecewa
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya kesal karena tata usaha kampus seringkali mengalamikesalahan dalam mengurus administrasi mahasiswa.,Kesal
Saya merasa kecewa  dengan respon lambat dari tata usaha kampus dalam menanggapi pertanyaan dan permintaan mahasiswa.,Kecewa
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya kesal karena tata usaha kampus seringkali tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Kesal
Saya merasa kecewa  dengan ketidakefisienan sistem pelayanan di tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya kesal karena tata usaha kampus seringkali tidak menginformasikan perubahan atau pembatalan jadwal kepada mahasiswa.,Kesal
Saya merasa kecewa  dengan kebijakan tata usaha kampus yang cenderung mempersulit mahasiswa.,Kecewa
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya kesal karena tata usaha kampus seringkali tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Kesal
Saya merasa kecewa  dengan sikap kurang sabar dan membosankan dari staf tata usaha kampus.,Kecewa
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya kesal karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Kesal
Saya merasa kecewa  dengan kurangnya perhatian dari tata usaha kampus terhadap masalah-masalah yang dihadapi mahasiswa.,Kecewa
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak memberikan dukungan yang memadai bagi mahasiswa yang mengalami kesulitan.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam memberikan informasi mengenai beasiswa dan bantuan keuangan.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat ramah dan memberikan pengalaman yang menyenangkan bagi mahasiswa.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena kurangnya kejelasan prosedur administrasi di tata usaha kampus yang menyebabkan kebingungan bagi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat sigap dalam mengurus berbagai keperluan mahasiswa.,Senang
Saya merasa sedih karena seringkali tata usaha kampus kurang memberikan pengarahan dan bimbingan kepada mahasiswa baru.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam proses pendaftaran dan pengurusan administrasi.,Senang
Saya merasa sedih karena seringkali tata usaha kampus terkesan acuh tak acuh terhadap keluhan mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat responsif dalam mengatasi masalah dan pertanyaan dari mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan informasi yang lengkap dan jelas kepada mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam menyediakan informasi tentang kegiatan dan acara kampus.,Senang
Saya merasa sedih karena seringkali tata usaha kampus tidak mengkoordinasikan data dengan baik antara bagian-bagian yang berbeda.,Sedih
Pelayanan tata usaha kampus sangat membantu dalam mengurus surat izin dan administrasi lainnya.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak memberikan penjelasan yang memadai terkait peraturan dan prosedur kampus.,Sedih
Pelayanan tata usaha kampus sangat profesional dan mengutamakan kepuasan mahasiswa.,Senang
Saya merasa sedih karena tata usaha kampus seringkali tidak mengindahkan deadline dalam pengurusan administrasi mahasiswa.,Sedih
Pelayanan tata usaha kampus sangat baik dan membantu mahasiswa dalam mengurus berbagai administrasi.,Senang
Saya merasa sedih karenaPelayanan tata usaha kampus terkadang kurang empati terhadap masalah pribadi mahasiswa.,Sedih
